id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
953,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-0.33,0,0.68,True,True,0.92,0.0,0.08
954,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,protest,-0.56,0,0.74,True,False,0.74,0.0,0.19
955,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.31,3,0.87,True,False,0.81,0.0,0.29
956,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,-0.31,0,0.88,False,False,0.53,0.03,0.28
957,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,protest,0.2,1,0.78,True,False,0.62,0.04,0.32
958,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,-0.95,5,0.74,False,False,0.69,0.19,0.55
959,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,-0.89,1,0.82,False,False,0.69,0.0,0.26
960,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,health,-0.59,1,0.65,True,False,0.38,0.34,0.54
961,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,health,-0.94,0,0.5,True,False,0.61,0.14,0.38
962,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,-0.65,1,0.87,True,False,0.4,0.21,0.44
963,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,0.24,0,0.54,True,True,0.72,0.01,0.28
964,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-0.98,1,0.88,True,False,0.63,0.0,0.28
965,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,protest,-0.56,0,0.6,True,False,0.46,0.24,0.44
966,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,0.1,4,0.56,True,False,0.53,0.39,0.67
967,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,-0.59,2,0.69,True,False,0.88,0.0,0.24
968,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,-0.75,2,0.85,True,False,0.51,0.16,0.43
969,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,health,-0.46,1,0.75,True,False,0.73,0.0,0.25
970,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,protest,-1.0,3,0.68,True,False,0.99,0.0,0.24
971,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,health,-0.44,0,0.94,True,False,0.63,0.0,0.19
972,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,protest,0.14,3,0.7,False,False,0.58,0.21,0.51
973,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,economy,-0.97,3,0.6,True,False,0.67,0.17,0.49
974,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,military,-1.0,0,0.58,True,False,0.9,0.0,0.14
975,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-1.0,0,0.74,True,False,0.72,0.0,0.2
976,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,-0.32,0,0.54,True,False,0.87,0.0,0.18
977,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,politics,0.32,4,0.87,True,False,0.48,0.28,0.58
978,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,protest,0.05,0,0.65,True,False,0.83,0.0,0.16
979,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,health,-0.01,1,0.82,True,False,0.54,0.1,0.36
980,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,celebrity,-0.9,0,0.74,True,False,0.8,0.0,0.15
981,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,0.24,2,0.85,True,False,0.76,0.0,0.26
982,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,protest,-0.53,3,0.76,True,False,0.78,0.0,0.35
983,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,politics,-0.27,2,0.57,True,False,0.66,0.15,0.44
984,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,economy,-0.74,2,0.76,True,True,0.93,0.0,0.18
985,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,military,-0.71,1,0.76,True,False,0.78,0.0,0.22
986,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,0.06,3,0.7,False,False,0.82,0.0,0.35
987,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,military,-0.39,1,0.61,False,False,0.86,0.0,0.22
988,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,0.0,0,0.71,True,False,0.66,0.0,0.25
989,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.57,0,0.46,True,True,0.49,0.29,0.48
990,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,celebrity,-0.25,1,0.88,True,True,0.43,0.17,0.41
991,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,politics,-0.69,0,0.48,True,True,0.46,0.3,0.48
992,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.15,2,0.5,False,False,0.61,0.24,0.5
993,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,protest,-0.39,0,0.53,True,False,0.65,0.08,0.33
994,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.75,0,0.55,True,False,0.75,0.0,0.26
995,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,-0.99,0,0.68,True,False,0.41,0.25,0.44
996,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,politics,-1.0,1,0.74,True,True,0.75,0.0,0.25
997,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,-0.94,0,0.97,False,False,0.92,0.0,0.0
998,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,economy,-0.23,0,0.35,True,False,0.89,0.0,0.24
999,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,politics,-1.0,1,0.78,True,False,0.74,0.0,0.24
1000,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,celebrity,-0.34,4,0.93,True,False,0.87,0.0,0.29
